#n_pop	landscape_idx	replicate	t	entropy	haplotype_diversity	nucleotide_diversity	strains	n_maxima	n_minima	maximum	minimum	gamma	mean	var	fitness_wildtype	mean_phenotypic_distance	tg0	n0	tg1	n1	tg2	n2	tg3	n3	tg4	n4	tg5	n5	tg6	n6	tg7	n7	tg8	n8	tg9	n9
1000	0	0	97	0.854129691957606	0.521938	0.5903460000000001	8	3	3	1.1527416269492095	0.6458396805983364	0.32041142480788193	0.7914148498874289	0.013929904256248293	0.8266371043356682	1.1286156537553094	27	19	16	405	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	98	0.8561116264133416	0.5179879999999999	0.612218	7	3	3	1.1202739477511239	0.6503257881144338	0.31417686799041195	0.790990158499066	0.013660173599753578	0.8391835013333374	1.1268715426111149	27	30	16	371	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	99	0.8420108771089759	0.523892	0.6271519999999999	7	3	3	1.1279721372899751	0.646685304327052	0.31548590152495115	0.7886061500225102	0.013623644190203787	0.8321373292329654	1.1551815915146113	27	36	16	393	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	100	0.871342739539918	0.5359999999999998	0.6404679999999999	8	3	3	1.1599723688191257	0.6419040780569008	0.3243934190623369	0.788677878173516	0.014012946952044691	0.8192032279114884	1.1788799695986818	27	34	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	101	0.8980308043440164	0.5436759999999998	0.6637019999999999	9	3	3	1.161078641512269	0.6413006631908532	0.3250847265625838	0.7882578946294303	0.014029708901455162	0.8180638470606999	1.1945631825011922	27	39	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	102	0.9807413527443545	0.5650679999999999	0.7343960000000003	10	3	3	1.1504615805900151	0.6419964124938112	0.32159456690752497	0.7873753608626334	0.013840453940927255	0.8209480274061528	1.2316151141862242	27	54	16	423	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	103	0.9399869735223708	0.5555379999999999	0.709484	9	3	3	1.1425311351522252	0.6430663002745327	0.3191691802158741	0.7872466783883894	0.013729364201913397	0.8239716873306406	1.2154814140321208	27	51	16	419	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	104	0.977523548007504	0.568498	0.7453380000000001	9	3	3	1.1644806951891862	0.6392332646521779	0.3274792547648046	0.7867621605818084	0.014086975669154955	0.8142254064621064	1.2465893823952017	27	57	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	105	0.9920767285467473	0.57468	0.7727239999999999	8	3	3	1.1465703544810386	0.6409861908919384	0.32104470169594296	0.7858319134196668	0.013761912073418037	0.8200060461240416	1.258486487622876	27	65	16	431	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
1000	0	0	106	0.9987738446887526	0.582622	0.8112500000000002	7	3	3	1.1513844232247348	0.6380886613735466	0.32387181285542505	0.7837423178423204	0.013814581716345309	0.814618611759668	1.293074724126725	27	77	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
